Obs No,HOME TYPE,CITY,BEDS,BATHS,SQFT,LOT SIZE,RATIO,AGE,YEAR BUILT, LIST PRICE ,DAYS ON MARKET, PRICE/SQFT , ORIGINAL LIST PRICE , LAST SALE PRICE , LAST PRICE/SQFT ,LAST SALE DATE,LATITUDE,LONGITUDE
966,Single Family Residential,Irvine,3,2,1511,5145,3.41,44,1974,655900,68,434.08,685000,220000.00,145.6,7/22/1992,33.662025,-117.799873
967,Townhouse,Diamond Bar,2,2,789,3049,3.86,31,1987,270000,50,342.21,270000,190000.00,240.81,6/12/2003,34.006578,-117.818519
968,Single Family Residential,Los Angeles,3,1.75,1120,4880,4.36,106,1912,400000,1,357.14,400000,150000.00,133.93,8/8/2000,33.989964,-118.306326
969,Single Family Residential,Irvine,3,2.5,1655,2309,1.4,42,1976,608400,1,367.61,608400,600000.00,362.54,3/25/2005,33.686083,-117.805574
970,Single Family Residential,Westlake Village,4,2,1916,21019,10.97,39,1979,769950,24,401.85,759950,540000.00,281.84,4/11/2003,34.244794,-118.770346
971,Single Family Residential,Westside,5,7,6740,7546,1.12,4,2014,6500000,7,964.39,6500000,5700000.00,845.7,9/23/2014,34.045704,-118.494903
972,Single Family Residential,Diamond Bar,5,3,3253,11036,3.39,33,1985,1098000,61,337.53,1098000,650000.00,199.82,5/27/2004,33.993648,-117.795069
973,Single Family Residential,Westlake Village,5,4.5,5730,20626,3.6,39,1979,2950000,30,514.83,2950000,1800000.00,314.14,4/1/2015,34.194036,-118.814702
974,Single Family Residential,Diamond Bar,4,3,3550,14836,4.18,34,1984,1190000,5,335.21,1190000,1040000.00,292.96,11/27/2013,33.991634,-117.852375
975,Townhouse,Los Angeles,3,2,1377,6875,4.99,29,1989,749995,198,544.66,788000,649000.00,471.31,9/8/2005,34.047131,-118.462242
976,Single Family Residential,Los Angeles,4,1.75,1577,5482,3.48,59,1959,550000,148,348.76,625000,430000.00,272.67,1/29/2009,33.861266,-118.317521
977,Single Family Residential,Diamond Bar,4,2,1600,7890,4.93,41,1977,609000,2,380.63,609000,565000.00,353.13,11/22/2013,33.995575,-117.825311
978,Single Family Residential,Redondo Beach,3,2,1500,4643,3.1,65,1953,1699000,154,1132.67,1749000,1220000.00,813.33,4/26/2007,33.901134,-118.401042
979,Single Family Residential,Irvine,5,3,2852,6970,2.44,48,1970,1750000,20,613.6,1750000,1250000.00,438.29,11/28/2012,33.643771,-117.818807
980,Single Family Residential,Diamond Bar,3,2,1288,8309,6.45,54,1964,525000,17,407.61,525000,308000.00,239.13,7/8/2003,34.032718,-117.818225
981,Single Family Residential,Diamond Bar,4,1.75,1888,9082,4.81,50,1968,549150,14,290.86,549150,220000.00,116.53,2/26/1993,34.035836,-117.799196
982,Single Family Residential,Westlake Village,4,2,1744,8540,4.9,54,1964,519999,41,298.16,539900,75900.00,43.52,6/30/1978,34.300482,-118.708648
983,Single Family Residential,Los Angeles,7,5,3164,6001,1.9,66,1952,745000,41,235.46,745000,205000.00,64.79,4/29/1994,33.745328,-118.293462
984,Townhouse,Irvine,4,2.5,2199,3006,1.37,11,2007,825000,34,375.17,825000,720500.00,327.65,11/30/2007,33.703671,-117.719892
985,Single Family Residential,Westside,3,2.5,2285,6046,2.65,28,1990,1399000,55,612.25,1499000,949000.00,415.32,3/23/2005,34.021438,-118.475735
986,Single Family Residential,Los Angeles,3,2,1377,5002,3.63,65,1953,519999,153,377.63,569000,399000.00,289.76,12/23/2003,33.722202,-118.295584
987,Single Family Residential,Diamond Bar,3,2,1501,8024,5.35,45,1973,545000,52,363.09,545000,185000.00,123.25,8/31/1999,34.028132,-117.813965
988,Single Family Residential,Redondo Beach,5,4,2819,8113,2.88,65,1953,1749000,62,620.43,1849000,1500000.00,532.1,1/26/2006,33.812134,-118.380588
989,Townhouse,Redondo Beach,3,3,2630,3726,1.42,31,1987,1895000,1,720.53,1895000,1375000.00,522.81,3/1/2006,33.895865,-118.387661
990,Single Family Residential,Westside,3,2,2002,5075,2.53,96,1922,2595000,105,1296.2,2595000,1695000.00,846.65,6/30/2006,34.033932,-118.489495
991,Single Family Residential,Diamond Bar,4,3,1930,10156,5.26,56,1962,719000,51,372.54,719000,512000.00,265.28,6/6/2014,33.984618,-117.841256
992,Townhouse,Diamond Bar,3,2,1760,2266,1.29,38,1980,499600,118,283.86,539000,490000.00,278.41,3/27/2006,33.998771,-117.847703
993,Single Family Residential,Los Angeles,3,1.75,1155,6089,5.27,63,1955,760000,45,658.01,775000,226000.00,195.67,8/26/1994,33.837008,-118.369587
994,Single Family Residential,Irvine,5,4.5,4400,6011,1.37,8,2010,1999888,24,454.52,2099888,1414000.00,321.36,5/7/2010,33.704219,-117.71767
995,Single Family Residential,Los Angeles,3,2,1450,6148,4.24,68,1950,1089000,1,751.03,1089000,750000.00,517.24,10/27/2009,33.973275,-118.398759
996,Townhouse,Irvine,3,3,1500,1000,0.67,20,1998,599900,62,399.93,625000,605000.00,403.33,10/27/2011,33.6854,-117.816958
997,Single Family Residential,Westlake Village,2,2.5,1316,3257,2.47,17,2001,475000,20,360.94,475000,339000.00,257.6,3/23/2012,34.272514,-118.681707
998,Single Family Residential,Westside,3,2,1796,6088,3.39,76,1942,2495000,14,1389.2,2495000,460000.00,256.12,11/8/1994,34.036989,-118.480625
999,Townhouse,Irvine,2,2.5,1200,1000,0.83,19,1999,499000,151,415.83,549999,420000.00,350,9/26/2008,33.668507,-117.783139
1000,Townhouse,Los Angeles,3,2.5,1804,8820,4.89,14,2004,969000,9,537.14,969000,830000.00,460.09,8/21/2008,34.04743,-118.455491
1001,Single Family Residential,Los Angeles,5,3,2585,6900,2.67,68,1950,900000,17,348.16,1020000,285000.00,110.25,3/16/2001,33.972861,-118.371948
1002,Single Family Residential,Diamond Bar,4,2,1610,10539,6.55,56,1962,609000,66,378.26,624000,280000.00,173.91,1/29/2003,34.025828,-117.803039
1003,Single Family Residential,Redondo Beach,2,1,875,4480,5.12,70,1948,1355000,1,1548.57,1355000,400000.00,457.14,3/31/2006,33.890858,-118.39669
1004,Single Family Residential,Los Angeles,3,2,1812,9047,4.99,63,1955,589000,296,325.06,699900,800000.00,441.5,3/31/2008,33.733521,-118.30301
1005,Single Family Residential,Los Angeles,4,1.75,2107,9104,4.32,90,1928,449900,6,213.53,449900,333000.00,158.04,10/25/2012,33.786235,-118.278583
1006,Single Family Residential,Westlake Village,2,2,1609,5500,3.42,42,1976,1049000,3,651.96,1049000,640000.00,397.76,2/1/2013,34.141617,-118.833151
1007,Single Family Residential,Diamond Bar,4,2.5,2647,7937,3,30,1988,819000,43,309.41,819000,745000.00,281.45,8/28/2007,34.017986,-117.789655
1008,Single Family Residential,Los Angeles,2,1,732,2571,3.51,64,1954,299900,3,409.7,299900,255000.00,348.36,8/30/2007,33.834483,-118.27736
1009,Single Family Residential,Diamond Bar,4,3,2235,6376,2.85,41,1977,749000,23,335.12,739900,223000.00,99.78,10/6/1995,34.019576,-117.802366
1010,Single Family Residential,Diamond Bar,4,3,2294,7752,3.38,42,1976,829000,11,361.38,829000,563000.00,245.42,11/28/2012,33.9938,-117.857591
1011,Single Family Residential,Westlake Village,3,3,2087,6808,3.26,15,2003,739000,7,354.1,739000,845000.00,404.89,9/16/2005,34.276887,-118.582491
1012,Single Family Residential,Los Angeles,3,2,1543,5435,3.52,59,1959,575000,22,372.65,595000,435000.00,281.92,12/20/2012,33.834621,-118.296653
1013,Single Family Residential,Diamond Bar,4,2,2002,10851,5.42,50,1968,569000,91,284.22,580888,485000.00,242.26,2/6/2009,34.036602,-117.799039
1014,Single Family Residential,Los Angeles,4,2,2147,5308,2.47,64,1954,859000,55,400.09,889000,559500.00,260.6,3/20/2003,33.823866,-118.345903
1015,Single Family Residential,Westlake Village,4,2.75,1983,22778,11.49,32,1986,754000,9,380.23,754000,350000.00,176.5,4/7/1999,34.241402,-118.761573
1016,Townhouse,Westside,2,2,2290,2594,1.13,37,1981,1300000,90,567.69,1300000,1099000.00,479.91,8/1/2014,33.987192,-118.436637
1017,Townhouse,Westlake Village,3,2.5,1960,3698,1.89,45,1973,1599000,16,815.82,1599000,997000.00,508.67,9/27/2013,34.144165,-118.833958
1018,Single Family Residential,Westlake Village,5,3,2957,7600,2.57,40,1978,1050000,82,355.09,1075000,1050000.00,355.09,6/15/2015,34.170303,-118.829034
1019,Single Family Residential,Westlake Village,4,3,3662,11125,3.04,28,1990,1020000,150,278.54,1020000,580000.00,158.38,12/29/1999,34.291089,-118.559511
1020,Single Family Residential,Los Angeles,3,2.75,1658,5501,3.32,78,1940,605000,30,364.9,619900,368000.00,221.95,11/27/2013,33.721312,-118.302745
1021,Single Family Residential,Irvine,3,3,1785,2535,1.42,13,2005,745000,118,417.37,745000,705000.00,394.96,4/26/2006,33.706235,-117.780478
1022,Single Family Residential,Irvine,3,2,1445,2739,1.9,41,1977,605888,3,419.3,605888,515000.00,356.4,10/15/2010,33.672002,-117.769629
1023,Single Family Residential,Diamond Bar,5,3,2522,6604,2.62,27,1991,868888,36,344.52,868888,655000.00,259.71,4/17/2012,34.012698,-117.794108
1024,Townhouse,Westside,2,2.5,1757,10102,5.75,13,2005,2395000,20,1363.12,2395000,1600000.00,910.64,1/18/2012,33.991792,-118.469684
1025,Single Family Residential,Los Angeles,3,2,1700,5201,3.06,16,2002,695000,1,408.82,695000,632000.00,371.76,10/3/2006,33.723981,-118.287168
1026,Single Family Residential,Westlake Village,4,4.5,5732,32733,5.71,36,1982,2225000,7,388.17,2225000,1275000.00,222.44,5/18/1999,34.190412,-118.816694
1027,Single Family Residential,Westlake Village,5,4,4396,13930,3.17,40,1978,799999,178,181.98,819950,440000.00,100.09,5/2/2001,34.29486,-118.71722
1028,Single Family Residential,Irvine,4,4.5,3383,7362,2.18,12,2006,1599000,167,472.66,1725000,1055000.00,311.85,11/25/2009,33.703561,-117.720176
1029,Single Family Residential,Los Angeles,5,2.75,1775,5498,3.1,58,1960,499900,1,281.63,499900,325000.00,183.1,1/7/2016,33.799809,-118.266163
1030,Single Family Residential,Los Angeles,3,2,1159,5077,4.38,68,1950,599900,211,517.6,599900,490000.00,422.78,6/3/2004,33.861457,-118.330651
1031,Single Family Residential,Diamond Bar,4,2.5,2554,6630,2.6,40,1978,818000,66,320.28,848000,225000.00,88.1,9/16/1994,33.9912,-117.817675
1032,Single Family Residential,Westlake Village,4,2,1760,5692,3.23,29,1989,569000,7,323.3,569000,420000.00,238.64,9/20/2011,34.281577,-118.768522
1033,Single Family Residential,Diamond Bar,4,3,2074,8932,4.31,40,1978,789000,71,380.42,799000,605000.00,291.71,12/6/2005,33.999549,-117.824081
1034,Townhouse,Westside,3,3,2339,2590,1.11,33,1985,3000000,3,1282.6,3000000,1552000.00,663.53,5/22/2015,33.981974,-118.46889
1035,Townhouse,Westside,3,3,2995,31647,10.57,12,2006,3500000,3,1168.61,3500000,2150000.00,717.86,11/1/2006,33.984621,-118.444662
1036,Single Family Residential,Westside,1,1,667,4780,7.17,70,1948,1180000,133,1769.12,1495000,1080000.00,1619.19,3/12/2015,33.990818,-118.448835
1037,Single Family Residential,Irvine,4,3,3000,5500,1.83,40,1978,1295000,194,431.67,1359000,719900.00,239.97,5/5/2003,33.680799,-117.787588
1038,Single Family Residential,Diamond Bar,3,3,2275,9707,4.27,38,1980,860000,14,378.02,860000,575000.00,252.75,6/1/2008,33.985457,-117.84796
1039,Single Family Residential,Irvine,5,3,3011,6900,2.29,47,1971,1150000,27,381.93,1150000,840000.00,278.98,5/17/2005,33.685477,-117.784503
1040,Townhouse,Westlake Village,2,2.25,1668,2928,1.76,17,2001,519917,59,311.7,519917,265000.00,158.87,2/15/2001,34.273222,-118.680621
1041,Single Family Residential,Los Angeles,2,1,1134,4950,4.37,96,1922,799000,45,704.59,849000,439000.00,387.13,9/16/2005,34.088896,-118.283459
1042,Townhouse,Westlake Village,2,1,859,3049,3.55,42,1976,209900,47,244.35,209900,270000.00,314.32,3/28/2008,34.272185,-118.674743
1043,Single Family Residential,Westlake Village,5,4.5,5800,57064,9.84,40,1978,2875000,6,495.69,2875000,2125000.00,366.38,9/9/2011,34.179732,-118.823555
1044,Single Family Residential,Irvine,3,2.5,2325,3740,1.61,30,1988,949800,10,408.52,949800,268000.00,115.27,3/19/1993,33.680576,-117.825063
1045,Single Family Residential,Diamond Bar,6,8.5,10417,33103,3.18,15,2003,4880000,304,468.47,5180000,3000000.00,287.99,1/28/2010,33.968495,-117.829032
1046,Single Family Residential,Redondo Beach,4,3.5,3491,4962,1.42,16,2002,3759000,43,1076.77,3859000,1622500.00,464.77,4/18/2002,33.8868,-118.400788
1047,Single Family Residential,Diamond Bar,4,3,2155,6748,3.13,30,1988,798000,29,370.3,798000,358000.00,166.13,7/20/2001,34.006934,-117.793328
1048,Single Family Residential,Irvine,2,2,1000,3000,3,41,1977,529800,69,529.8,539800,479000.00,479,2/26/2007,33.669718,-117.772969
1049,Single Family Residential,Diamond Bar,3,3,2986,24062,8.06,40,1978,1529000,30,512.06,1529000,1050000.00,351.64,12/17/2007,33.974241,-117.830855
1050,Single Family Residential,Irvine,4,2.5,3600,6695,1.86,15,2003,1799000,138,499.72,1888000,1039500.00,288.75,11/3/2003,33.643687,-117.768737
1051,Single Family Residential,Diamond Bar,3,3,1745,9466,5.42,30,1988,679000,173,389.11,680000,553900.00,317.42,8/17/2004,34.005024,-117.79047
